ImageId,EncodedPixels
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,141063 6 141574 8 141996 10 142085 11 142506 14 142596 13 143018 16 143107 15 143529 19 143619 16 144041 20 144130 18 144552 23 144642 19 145064 24 145154 19 145576 25 145635 2 145666 20 146088 26 146146 6 146178 21 146601 26 146657 9 146690 22 147113 27 147168 12 147202 22 147626 27 147679 13 147714 23 148138 27 148190 15 148226 23 148651 27 148702 16 148738 23 149164 27 149213 18 149250 23 149677 27 149725 19 149762 23 150190 27 150236 21 150274 24 150703 26 150748 22 150786 24 151215 27 151260 23 151298 24 151728 27 151772 25 151809 24 152240 27 152284 27 152321 24 152752 28 152797 29 152832 25 153265 28 153309 60 153777 28 153821 59 154289 29 154333 59 154801 29 154846 56 155313 30 155358 55 155825 31 155871 52 156337 31 156383 51 156849 32 156896 49 157361 32 157408 37 157451 1 157873 32 157920 35 158385 33 158432 34 158897 33 158945 33 159410 33 159457 32 159922 33 159969 32 160435 33 160481 31 160947 34 160993 31 161460 33 161505 30 161973 33 162016 31 162485 33 162528 30 162998 33 163039 30 163511 33 163550 30 164024 34 164060 31 164536 67 165049 65 165562 62 166075 59 166588 57 167101 55 167614 53 168126 52 168639 50 169152 47 169664 46 170176 46 170688 44 171200 43 171712 40 172224 39 172736 38 173248 37 173759 37 174270 37 174766 11 174779 39 175277 53 175788 53 176299 53 176809 54 177320 55 177832 54 178343 54 178855 54 179366 54 179878 52 180390 51 180901 51 181413 49 181925 46 182437 41 182949 39 183461 38 183974 36 184486 36 184998 36 185510 35 186022 35 186535 34 187047 34 187560 32 188072 32 188584 32 189097 31 189609 31 190122 29 190634 29 191147 28 191660 26 192172 26 192685 24 193198 22 193711 20 194224 18 194737 16 195250 14
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,219892 5 220400 13 220910 17 221421 19 221932 20 222443 21 222954 23 223465 24 223977 24 224488 25 224999 26 225510 27 226021 28 226532 29 227043 30 227555 30 228066 31 228577 32 229088 33 229600 33 230111 19 230132 13 230622 20 230645 12 231133 20 231158 10 231645 19 231671 9 232156 20 232184 8 232667 20 232696 8 233179 19 233208 8 233690 19 233720 8 234202 17 234232 8 234714 16 234745 7 235225 16 235257 7 235737 16 235768 9 236249 16 236279 10 236760 16 236790 11 237272 16 237301 13 237783 17 237812 14 238295 17 238323 16 238807 18 238834 18 239319 45 239830 46 240342 47 240854 47 241365 48 241877 48 242388 49 242899 49 243410 50 243922 50 244433 49 244945 47 245456 45 245968 34 246480 34 246991 34 247503 34 248015 34 248527 34 249039 34 249551 35 250063 35 250575 36 251088 35 251600 36 252111 37 252622 38 253134 38 253645 39 254156 41 254667 42 255177 44 255685 48 256187 58 256697 60 257208 61 257718 63 258229 63 258739 65 259250 66 259762 65 260274 64 260787 62 261300 59 261813 56 262326 54 262839 50 263351 46 263863 43 264375 42 264888 40 265399 40 265911 39 266422 40 266933 40 267445 39 267957 39 268470 37 268986 30 269503 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,334008 7 334518 13 335029 16 335540 18 336052 19 336563 21 337075 22 337586 23 338098 24 338610 24 339122 24 339634 25 340146 25 340658 26 341170 26 341682 27 342194 27 342707 27 343219 28 343731 29 344244 28 344756 28 345268 28 345780 28 346292 28 346805 27 347318 24 347842 9
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,292056 11 292565 16 293075 20 293583 25 294093 30 294603 34 294662 7 295114 39 295171 11 295625 44 295681 14 296137 71 296648 73 297160 74 297671 76 298184 76 298696 77 299208 78 299720 79 300233 79 300745 80 301258 79 301771 79 302285 79 302800 27 302828 49 303315 6 303326 10 303343 46 303856 46 304370 45 304883 45 305396 45 305909 45 306422 44 306935 44 307448 43 307960 44 308473 43 308986 43 309498 43 310011 42 310524 41 311037 40 311549 39 312062 38 312576 35 313090 32 313603 29 314117 26 314630 24 315147 15
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,327377 6 327887 9 328398 12 328910 14 329421 16 329933 18 330444 19 330956 20 331469 19 331981 20 332494 19 333006 20 333519 19 334031 19 334545 18 335058 17 335571 17 336084 16 336597 15 337111 13 337624 12 338137 11 338650 10 339163 9 339677 7 340191 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,193766 3 194275 8 194786 9 195298 9 195809 10 196321 11 196832 12 197344 12 197856 13 198368 13 198880 14 199392 14 199904 15 200417 14 200930 13 201444 12 201959 9 202472 8 202986 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,328451 5 328961 10 329471 15 329982 18 330493 20 331005 21 331517 22 332029 23 332541 24 333053 25 333565 26 334077 27 334589 28 335101 29 335613 29 336126 29 336638 29 337150 29 337663 28 338176 27 338688 27 339201 26 339714 25 340226 25 340740 22 341252 22 341765 22 342277 22 342790 22 343302 23 343814 24 344327 24 344839 24 345352 24 345865 24 346377 25 346890 25 347405 19 347923 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,227094 9 227605 12 228117 16 228628 24 229140 32 229651 35 230163 36 230675 37 231188 37 231700 38 232212 39 232724 39 233237 38 233749 38 234261 37 234773 37 235286 36 235798 35 236311 33 236824 30 237336 29 237849 27 238361 26 238874 24 239388 19 239902 15 240416 11 240929 7 241443 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,89378 1 89886 9 90396 13 90907 15 91419 15 91931 15 92443 16 92955 16 93466 17 93979 17 94491 16 95004 14 95517 13 96029 12 96542 11 97054 10 97569 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250705 5 251214 11 251725 14 252236 16 252747 19 253257 23 253768 25 254279 27 254790 29 255302 30 255813 33 256324 36 256835 38 257347 38 257858 40 258370 41 258881 43 259393 44 259904 45 260416 45 260927 46 261439 47 261950 48 262461 50 262972 50 263482 52 263983 1 263988 58 264488 70 264998 72 265509 72 266020 73 266530 74 267041 73 267552 73 268063 55 268126 10 268574 55 269086 55 269597 56 270109 56 270621 55 271133 58 271645 60 272157 62 272668 64 273180 65 273692 66 274205 66 274717 67 275229 68 275741 68 276253 68 276765 69 277278 68 277790 69 278302 69 278814 70 279327 69 279839 68 280352 67 280864 67 281377 66 281889 65 282401 65 282914 63 283426 63 283938 62 284451 61 284964 59 285477 57 285990 55 286503 53 287016 51 287529 49 288042 46 288556 40 289069 29 289582 26 290095 24 290608 22 291123 17 291638 13 292152 10 292665 8 293178 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,204094 7 204605 10 205117 11 205628 13 206138 15 206649 17 207160 19 207658 4 207671 20 208169 7 208182 22 208681 9 208692 24 209193 35 209704 36 210215 37 210727 37 211238 38 211750 38 212262 38 212774 37 213286 37 213798 37 214310 36 214823 35 215335 34 215847 34 216360 32 216873 31 217385 30 217899 26 218412 23 218925 21 219438 19 219951 17
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,139597 11 140107 15 140617 19 141127 22 141636 27 142141 35 142649 40 143159 42 143670 44 144182 44 144694 44 145205 45 145717 46 146229 45 146742 44 147254 43 147766 43 148279 42 148792 40 149305 38 149820 31 150334 27 150848 24 151362 21 151877 15
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,304982 11 305487 21 305998 23 306509 25 307020 28 307531 30 308042 33 308554 34 309065 36 309577 36 310089 36 310601 37 311113 38 311625 38 312137 39 312649 39 313161 39 313673 40 314185 40 314697 40 315209 41 315722 40 316234 41 316746 41 317259 41 317771 41 318284 41 318797 40 319309 40 319821 41 320334 40 320847 39 321360 38 321872 38 322385 37 322897 37 323410 35 323924 33 324437 31 324950 30 325462 29 325976 26 326492 19 327009 11 327525 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,223598 9 224107 14 224618 16 225129 18 225639 21 226149 23 226659 26 227170 27 227682 28 228193 28 228704 29 229214 31 229725 32 230237 32 230748 32 231259 33 231770 32 232281 33 232793 32 233305 31 233817 30 234329 27 234841 25 235353 24 235866 21 236381 15
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,166265 8 166766 20 167273 26 167784 26 168294 27 168806 27 169317 27 169828 28 170339 28 170851 27 171363 26 171875 25 172387 24 172898 24 173411 22 173925 18 174439 13
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,121218 6 121728 13 122238 18 122747 24 122795 16 123258 26 123304 21 123769 29 123815 24 124281 29 124326 26 124792 32 124837 28 125304 33 125347 33 125816 35 125857 38 126328 81 126839 84 127351 86 127862 89 128374 90 128886 91 129397 93 129909 94 130421 95 130933 95 131445 96 131957 96 132469 96 132981 97 133493 97 134005 97 134517 97 135029 97 135542 96 136054 96 136566 96 137078 95 137591 94 138104 93 138617 91 139130 88 139643 86 140156 84 140669 48 140724 28 141182 43 141242 19 141700 33 142222 17
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174491 10 174999 21 175509 24 176020 26 176530 29 177039 33 177549 36 178060 38 178571 39 179082 41 179593 42 180104 43 180615 45 181126 46 181637 47 182148 48 182658 49 183169 50 183681 50 184192 50 184704 50 185215 50 185727 50 186239 49 186750 50 187262 49 187774 48 188287 46 188799 45 189311 44 189823 43 190336 42 190848 41 191361 40 191873 39 192385 39 192897 39 193409 39 193921 39 194433 40 194945 40 195457 39 195969 39 196480 40 196992 40 197504 40 198015 41 198527 41 199038 41 199550 40 200062 39 200574 38 201085 36 201597 33 202109 31 202621 29 203133 28 203646 25 204158 22 204671 19 205183 18 205696 16 206209 14 206723 10 207238 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,252302 6 252813 8 253324 10 253835 12 254346 14 254858 14 255370 14 255881 15 256393 15 256905 15 257417 15 257928 16 258440 15 258952 15 259463 16 259975 15 260487 15 260999 15 261511 15 262023 15 262536 14 263048 14 263561 13 264074 12 264586 12 265099 11 265612 10 266125 9 266638 9 267151 8 267664 7 268177 7 268690 5 269205 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,335253 19 335763 24 336275 25 336786 27 337298 29 337810 30 338322 31 338833 33 339346 32 339858 32 340371 31 340884 31 341396 31 341909 30 342423 28 342938 25 343457 18 343972 15 344486 13 345000 10 345514 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,229286 7 229795 18 230306 28 230817 34 231328 38 231839 41 232350 43 232861 44 233373 44 233885 45 234397 45 234909 45 235421 46 235933 45 236445 45 236957 44 237469 44 237981 43 238493 42 239005 41 239518 38 240030 36 240542 35 241055 33 241568 30 242080 28 242593 25 243106 23 243619 21 244132 20 244645 18 245159 14 245672 12 246185 11 246698 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,293292 12 293799 19 294307 26 294818 30 295329 32 295841 34 296352 37 296864 40 297375 43 297886 46 298398 47 298910 48 299422 49 299934 50 300446 51 300958 51 301470 51 301982 52 302494 52 303006 53 303519 52 304031 52 304544 51 305056 51 305568 51 306081 50 306593 49 307105 49 307617 48 308130 47 308642 47 309155 45 309667 45 310180 43 310693 41 311205 40 311717 39 312230 37 312743 34 313256 31 313769 29 314281 28 314794 26 315308 23 315823 18 316338 14 316852 10 317366 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,197057 2 197566 7 198077 9 198587 13 199096 17 199606 20 200117 21 200627 24 201137 26 201646 30 202157 31 202668 32 203179 33 203690 34 204201 35 204713 35 205224 36 205736 35 206247 36 206758 36 207269 37 207780 37 208292 37 208803 37 209314 37 209825 37 210337 36 210848 36 211360 36 211873 34 212385 32 212898 29 213410 27 213923 25 214438 20 214954 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,254921 4 255430 10 255940 15 256450 19 256961 21 257472 23 257983 25 258494 27 259005 30 259516 32 260028 32 260539 34 261050 36 261562 36 262073 38 262585 39 263096 40 263608 40 264119 41 264631 41 265142 42 265654 42 266166 42 266678 42 267190 42 267702 41 268215 40 268727 39 269240 38 269753 36 270265 36 270778 35 271290 34 271803 32 272316 29 272829 27 273342 25 273854 24 274367 22 274882 17 275396 13 275909 11 276422 9 276935 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,114661 7 115171 12 115682 14 116193 15 116704 17 117215 19 117725 22 118236 24 118747 26 119259 26 119771 27 120282 30 120794 31 121306 32 121818 33 122330 35 122843 36 123355 37 123867 37 124380 36 124893 35 125405 36 125918 35 126431 34 126943 34 127456 33 127970 31 128483 30 128996 29 129509 28 130022 26 130537 23 131054 15 131569 7 132082 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,214522 5 215031 8 215542 10 216053 11 216564 12 217075 13 217586 14 218098 15 218609 16 219121 16 219633 16 220144 17 220656 17 221167 18 221678 19 222190 19 222701 20 223213 20 223725 20 224236 21 224748 21 225259 22 225770 23 226282 23 226794 23 227305 24 227817 24 228329 24 228841 24 229353 24 229865 24 230377 24 230889 24 231401 24 231913 24 232424 25 232936 25 233448 25 233960 25 234472 25 234984 25 235496 25 236008 25 236521 24 237033 24 237545 24 238057 24 238569 23 239082 22 239595 21 240108 19 240621 17 241133 13 241646 11 242162 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,333306 5 333816 8 334326 10 334834 14 335344 16 335853 19 336364 20 336875 21 337387 21 337898 22 338410 22 338921 23 339435 21 339949 19 340465 15 340986 6 341500 4 342013 3 342525 2 343038 1 343550 1
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,136257 9 136766 14 137274 19 137779 27 138285 35 138793 40 139303 43 139811 47 140321 51 140831 54 141342 56 141853 58 142364 61 142875 63 143386 66 143897 68 144409 69 144921 70 145432 71 145943 73 146455 73 146966 75 147478 75 147990 75 148502 75 149013 76 149525 76 150037 76 150550 75 151062 75 151574 75 152086 75 152599 74 153111 74 153624 73 154136 72 154648 72 155160 72 155673 71 156185 70 156697 70 157209 70 157721 69 158233 69 158745 69 159257 69 159770 67 160282 67 160794 67 161307 65 161820 63 162332 62 162845 61 163357 60 163870 59 164382 58 164895 56 165408 55 165921 53 166433 52 166946 51 167459 49 167972 48 168485 46 168998 43 169512 40 170025 38 170539 35 171054 30 171570 24 172084 20 172597 17 173110 15 173625 9
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,57 23 566 28 1076 31 1589 30 2101 29 2614 28 3127 27 3639 26 4152 24 4666 21 5180 15 5695 10 6210 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,197722 11 198234 24 198745 31 199256 36 199766 42 200278 43 200789 45 201301 45 201813 46 202325 47 202837 48 203348 49 203860 50 204372 51 204884 52 205396 52 205908 53 206420 53 206932 53 207444 53 207956 53 208468 54 208980 54 209491 55 210003 55 210514 56 211026 56 211538 56 212050 56 212562 56 213074 56 213586 56 214098 56 214610 56 215122 56 215634 56 216146 56 216659 54 217171 54 217683 54 218196 53 218708 53 219220 53 219733 52 220245 51 220757 51 221269 51 221782 49 222294 49 222807 47 223320 45 223833 44 224346 42 224860 40 225375 36 225889 33 226402 31 226915 29 227429 25 227944 18 228458 13 228971 8
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,38546 6 39053 15 39562 19 40073 21 40584 24 41094 29 41605 31 42116 33 42628 34 43140 35 43651 37 44163 38 44674 40 45186 41 45698 42 46210 42 46705 5 46722 43 47215 8 47234 44 47726 11 47745 45 48238 13 48256 46 48750 65 49261 67 49773 67 50285 67 50797 67 51309 68 51821 68 52333 68 52845 68 53358 67 53870 67 54383 66 54896 65 55408 65 55921 64 56433 63 56946 62 57459 61 57972 60 58485 58 58999 56 59512 55 60025 53 60538 52 61053 49 61580 33 62095 30 62608 29 63121 27 63634 26 64148 23 64661 21 65174 19 65687 18 66201 14 66717 7
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,146550 10 147060 14 147570 17 148081 20 148592 23 149103 25 149614 26 150126 27 150638 27 151149 28 151661 28 152173 28 152685 29 153197 29 153710 28 154222 28 154734 28 155247 26 155761 24 156275 21 156789 18 157303 15 157817 11
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,167034 7 167545 10 168057 11 168568 14 169079 17 169590 19 170102 19 170614 20 171125 22 171637 23 172149 23 172661 24 173173 24 173684 25 174196 25 174707 27 175218 28 175730 28 176242 29 176753 30 177265 31 177777 31 178288 32 178800 32 179311 33 179823 34 180334 35 180846 35 181358 34 181870 34 182382 34 182894 34 183407 33 183920 32 184432 31 184944 30 185457 29 185969 29 186482 27 186994 27 187507 26 188020 25 188533 23 189046 21 189559 19 190073 16 190586 13 191100 10 191615 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,19642 3 20152 8 20662 12 21173 14 21684 16 22195 18 22706 19 23217 21 23728 23 24240 23 24751 25 25263 25 25774 26 26286 27 26798 27 27310 28 27823 27 28335 28 28848 29 29361 29 29875 28 30388 29 30901 30 31415 29 31928 29 32440 29 32952 30 33464 32 33976 32 34488 33 35000 33 35512 34 36024 35 36536 36 37047 38 37560 37 38072 37 38584 38 39096 39 39608 39 40120 40 40632 40 41144 40 41657 39 42169 40 42681 40 43193 40 43705 40 44217 40 44729 40 45242 39 45754 39 46267 38 46779 38 47292 37 47804 37 48317 36 48829 36 49342 35 49854 34 50367 33 50880 32 51393 31 51905 31 52418 29 52931 28 53444 26 53957 24 54470 22 54984 20 55497 17 56015 9
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,171774 6 172284 13 172795 15 173306 17 173816 23 174326 29 174837 31 175349 32 175860 33 176371 34 176882 36 177394 37 177905 39 178417 39 178929 39 179441 40 179953 40 180465 40 180978 39 181490 39 182003 38 182515 38 183028 37 183540 36 184053 34 184565 33 185077 33 185590 31 186102 31 186616 28 187130 24 187644 20 188157 18 188670 16 189185 11
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,258447 6 258955 12 259458 3 259464 17 259969 25 260479 27 260989 30 261500 32 262010 34 262522 35 263033 36 263545 36 264056 38 264567 40 265078 41 265589 43 266101 43 266612 45 267124 45 267635 46 268147 46 268658 47 269170 47 269682 47 270194 47 270706 47 271218 47 271730 47 272242 47 272754 47 273267 46 273779 46 274292 45 274804 45 275317 43 275829 43 276342 41 276854 38 277367 35 277880 33 278393 30 278907 26 279422 21 279937 16 280452 12 280966 9
